IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
6450;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;582000;Si;No;Celular;2;Si
6451;30-03-1959;Obrero;Casado;Enseñanza Media;No;-135000;Si;No;Celular;2;No
6452;30-03-1959;Trabajador Dependiente;Casado;Enseñanza Media;No;0;No;No;Celular;0;No
6453;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;3994000;No;Si;Celular;2;Si
6454;30-03-1959;Trabajador Dependiente;Casado;Técnico Profesional;No;140000;No;No;Fono Particular;0;No
6455;30-03-1959;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;8;No
6456;30-03-1959;Técnico;Casado;Técnico Profesional;No;473000;No;Si;Celular;1;Si
6457;30-03-1959;Técnico;Casado;Técnico Profesional;No;240000;Si;No;Celular;0;No
6458;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;962000;Si;No;Celular;0;Si
6459;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;735000;No;No;Celular;0;No
6460;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;1357000;Si;Si;Celular;7;No
6461;30-03-1959;Trabajador Dependiente;Casado;Universitario;Si;0;Si;Si;Celular;0;No
6462;30-03-1959;Técnico;Casado;Técnico Profesional;No;65000;No;No;Celular;3;No
6463;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;10185000;No;No;Celular;3;Si
6464;30-03-1959;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;1;No
6465;30-03-1959;Técnico;Casado;Técnico Profesional;No;-258000;Si;No;Celular;1;No
6466;30-03-1959;Técnico;Casado;Técnico Profesional;No;0;No;No;Fono Particular;0;No
6467;30-03-1959;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;2253000;Si;No;Celular;1;No
6468;30-03-1959;Trabajador Dependiente;Casado;Técnico Profesional;No;0;Si;No;Celular;1;No
6469;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;883000;No;No;Fono Particular;0;No
6470;30-03-1959;Empresario;Casado;Universitario;No;1544000;No;Si;Celular;3;No
6471;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;925000;No;No;Celular;0;No
6472;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;844000;No;No;Fono Particular;18;No
6473;30-03-1959;Trabajador Dependiente;Soltero;Universitario;No;3611000;Si;No;Celular;0;No
6474;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;2206000;No;No;Celular;3;Si
6475;30-03-1959;Obrero;Soltero;Enseñanza Básica;No;-119000;Si;No;Celular;0;No
6476;30-03-1959;Trabajador Independiente;Casado;Universitario;No;542000;No;No;Fono Particular;0;No
6477;30-03-1959;Trabajador Independiente;Casado;Técnico Profesional;No;19000;Si;No;Celular;1;No
6478;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;1223000;Si;No;Celular;0;No
6479;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;1483000;Si;Si;Celular;0;No
6480;30-03-1959;Gerente;Divorciado;Universitario;No;427000;Si;Si;Celular;2;No
6481;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;688000;Si;No;Celular;0;No
6482;30-03-1959;Trabajador Dependiente;Divorciado;Enseñanza Media;Si;-200000;No;Si;Celular;1;No
6483;30-03-1959;Gerente;Casado;Universitario;No;7249000;Si;Si;Celular;1;No
6484;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;185000;Si;No;Fono Particular;0;No
6485;30-03-1959;Técnico;Casado;Técnico Profesional;No;324000;Si;No;Fono Particular;0;No
6486;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;1145000;Si;No;Celular;0;No
6487;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;6242000;Si;No;Celular;0;No
6488;30-03-1959;Gerente;Casado;Universitario;No;8509000;Si;No;Celular;0;No
6489;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;0;Si;No;Celular;3;No
6490;30-03-1959;Técnico;Casado;Técnico Profesional;No;6000;Si;No;Celular;1;No
6491;30-03-1959;Técnico;Casado;Técnico Profesional;No;0;No;No;Fono Particular;3;No
6492;30-03-1959;Trabajador Dependiente;Casado;Enseñanza Media;Si;0;No;No;Celular;0;No
6493;30-03-1959;Gerente;Casado;Universitario;No;1014000;No;Si;Celular;2;Si
6494;30-03-1959;Gerente;Casado;Técnico Profesional;No;527000;Si;No;Celular;3;No
6495;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;2156000;Si;No;Celular;5;Si
6496;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;714000;No;No;Celular;0;No
6497;30-03-1959;Gerente;Casado;Universitario;No;1168000;No;No;Fono Particular;0;No
6498;30-03-1959;Gerente;Casado;Universitario;No;752000;No;No;Fono Particular;4;Si
6499;30-03-1959;Gerente;Divorciado;Universitario;No;5475000;No;No;Celular;0;Si
6500;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;1636000;No;No;Fono Particular;0;Si
6501;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;386000;Si;No;Celular;0;No
6502;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;1693000;No;No;Celular;2;Si
6503;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;451000;No;Si;Celular;5;No
6504;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;882000;Si;No;Celular;0;No
6505;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;215000;Si;No;Celular;5;No
6506;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;1777000;Si;No;Celular;6;No
6507;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;244000;Si;Si;Celular;11;No
6508;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;0;Si;No;Fono Particular;0;No
6509;30-03-1959;Trabajador Independiente;Divorciado;Enseñanza Básica;No;4382000;Si;No;Fono Particular;0;No
6510;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;284000;Si;Si;Fono Particular;0;No
6511;30-03-1959;Trabajador Dependiente;Divorciado;Enseñanza Media;Si;-394000;Si;No;Celular;2;No
6512;30-03-1959;Gerente;Divorciado;Universitario;No;432000;Si;No;Celular;0;No
6513;30-03-1959;Trabajador Dependiente;Casado;Universitario;No;614000;Si;No;Celular;2;No
6514;30-03-1959;Obrero;Casado;Enseñanza Básica;No;162000;Si;No;Celular;0;No
6515;30-03-1959;Trabajador Dependiente;Divorciado;Universitario;No;300000;Si;No;Celular;2;No
6516;30-03-1959;Obrero;Casado;Enseñanza Básica;Si;-864000;Si;No;Fono Particular;5;No
6517;30-03-1959;Gerente;Casado;Universitario;No;3185000;Si;Si;Celular;0;No
6518;31-03-1960;Obrero;Casado;Enseñanza Básica;No;0;Si;Si;Celular;0;No
6519;31-03-1960;Trabajador Independiente;Casado;Universitario;No;167000;Si;No;Celular;1;No
6520;31-03-1960;Obrero;Casado;Enseñanza Media;No;-71000;Si;No;Celular;0;No
6521;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;28000;Si;No;Celular;1;No
6522;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;1162000;Si;No;Celular;1;No
6523;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;1815000;Si;No;Celular;0;No
6524;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;273000;Si;No;Celular;2;No
6525;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;960000;No;Si;Emailing;2;No
6526;31-03-1960;Empresario;Casado;Universitario;No;1961000;No;No;Celular;1;No
6527;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;No;94000;No;No;Celular;14;No
6528;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;2398000;Si;No;Celular;2;Si
6529;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;306000;No;No;Celular;1;No
6530;31-03-1960;Gerente;Casado;Universitario;No;3591000;Si;No;Celular;2;Si
6531;31-03-1960;Gerente;Casado;Universitario;No;18931000;No;No;Celular;23;No
6532;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;2557000;No;No;Celular;7;No
6533;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;6181000;No;No;Celular;3;Si
6534;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;654000;No;No;Emailing;0;Si
6535;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Media;No;36000;Si;Si;Emailing;1;No
6536;31-03-1960;Gerente;Divorciado;Universitario;No;2152000;No;No;Celular;3;No
6537;31-03-1960;Técnico;Casado;Técnico Profesional;No;112000;No;No;Fono Particular;0;No
6538;31-03-1960;Trabajador Independiente;Divorciado;Universitario;No;513000;Si;No;Celular;0;No
6539;31-03-1960;Técnico;Divorciado;Técnico Profesional;No;258000;Si;Si;Celular;0;No
6540;31-03-1960;Técnico;Casado;Técnico Profesional;No;431000;Si;No;Celular;1;No
6541;31-03-1960;Empresario;Divorciado;Universitario;No;321000;Si;No;Celular;0;No
6542;31-03-1960;Gerente;Divorciado;Universitario;No;2894000;Si;No;Celular;0;No
6543;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;6112000;No;No;Celular;1;No
6544;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;142000;No;No;Celular;0;No
6545;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;Si;Si;Celular;0;No
6546;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;341000;No;No;Celular;0;No
6547;31-03-1960;Gerente;Casado;Universitario;No;1624000;No;No;Celular;3;Si
6548;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;913000;Si;No;Celular;1;No
6549;31-03-1960;Gerente;Casado;Universitario;No;34230000;Si;Si;Celular;9;No
6550;31-03-1960;Trabajador Dependiente;Soltero;Enseñanza Básica;No;0;Si;No;Celular;5;No
6551;31-03-1960;Trabajador Independiente;Casado;Enseñanza Media;No;1066000;Si;No;Celular;4;No
6552;31-03-1960;Obrero;Casado;Enseñanza Media;No;148000;Si;No;Celular;1;No
6553;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;757000;Si;No;Celular;0;No
6554;31-03-1960;Obrero;Soltero;Enseñanza Media;No;160000;Si;No;Celular;0;No
6555;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Media;No;26000;Si;No;Celular;1;No
6556;31-03-1960;Obrero;Casado;Enseñanza Media;No;162000;Si;No;Celular;0;No
6557;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;2144000;Si;No;Celular;1;No
6558;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;233000;Si;No;Celular;0;No
6559;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;Si;-1601000;No;Si;Celular;0;No
6560;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;2135000;No;No;Celular;0;No
6561;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;255000;Si;No;Celular;2;No
6562;31-03-1960;Obrero;Casado;Enseñanza Media;No;230000;Si;No;Celular;1;No
6563;31-03-1960;Gerente;Casado;Universitario;No;995000;No;No;Celular;0;No
6564;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;856000;Si;No;Celular;0;No
6565;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;805000;Si;Si;Fono Particular;2;No
6566;31-03-1960;Gerente;Divorciado;Universitario;No;1355000;No;Si;Celular;8;No
6567;31-03-1960;Trabajador Independiente;Casado;Universitario;No;687000;No;No;Celular;0;No
6568;31-03-1960;Obrero;Casado;Enseñanza Media;Si;20000;Si;No;Celular;0;No
6569;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;No;125000;Si;No;Celular;0;No
6570;31-03-1960;Técnico;Soltero;Técnico Profesional;No;185000;Si;No;Celular;0;No
6571;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;Si;No;Celular;3;No
6572;31-03-1960;Técnico;Casado;Técnico Profesional;No;253000;Si;No;Celular;0;No
6573;31-03-1960;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
6574;31-03-1960;Técnico;Casado;Técnico Profesional;No;7000;No;Si;Celular;1;No
6575;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;629000;Si;No;Celular;0;No
6576;31-03-1960;Técnico;Casado;Técnico Profesional;No;287000;No;No;Fono Particular;0;No
6577;31-03-1960;Trabajador Dependiente;Soltero;Enseñanza Básica;No;80000;No;No;Celular;0;No
6578;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;10541000;No;No;Celular;1;Si
6579;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;4968000;No;No;Celular;1;No
6580;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1228000;Si;Si;Celular;1;No
6581;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;264000;Si;No;Celular;0;No
6582;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;4554000;No;No;Celular;0;No
6583;31-03-1960;Gerente;Casado;Universitario;No;1624000;No;No;Celular;0;Si
6584;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;Si;No;Celular;1;No
6585;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;171000;Si;Si;Celular;6;No
6586;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;944000;Si;No;Celular;0;No
6587;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;4807000;No;No;Fono Particular;0;No
6588;31-03-1960;Gerente;Casado;Universitario;No;597000;No;No;Emailing;0;Si
6589;31-03-1960;Empresario;Divorciado;Universitario;No;81000;Si;No;Celular;3;No
6590;31-03-1960;Trabajador Independiente;Casado;Enseñanza Media;Si;-488000;Si;No;Celular;1;No
6591;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;2618000;Si;No;Celular;2;No
6592;31-03-1960;Empresario;Casado;Universitario;No;54000;Si;Si;Celular;1;No
6593;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;380000;Si;Si;Celular;1;No
6594;31-03-1960;Técnico;Casado;Técnico Profesional;No;395000;No;No;Celular;1;Si
6595;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;732000;No;No;Celular;0;Si
6596;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;2581000;No;No;Celular;1;Si
6597;31-03-1960;Gerente;Divorciado;Universitario;No;3370000;No;No;Celular;3;No
6598;31-03-1960;Trabajador Independiente;Casado;Enseñanza Básica;No;862000;Si;No;Fono Particular;0;No
6599;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;6095000;Si;Si;Celular;0;No
6600;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;765000;Si;No;Celular;7;Si
6601;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;10541000;No;No;Celular;0;Si
6602;31-03-1960;Gerente;Casado;Universitario;No;1356000;Si;No;Celular;4;No
6603;31-03-1960;Gerente;Casado;Universitario;No;1624000;No;No;Celular;7;Si
6604;31-03-1960;Trabajador Dependiente;Casado;Universitario;Si;-388000;Si;No;Celular;1;No
6605;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;50000;Si;No;Celular;3;No
6606;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;210000;Si;No;Celular;1;No
6607;31-03-1960;Técnico;Casado;Técnico Profesional;No;163000;Si;Si;Celular;0;No
6608;31-03-1960;Técnico;Casado;Técnico Profesional;No;65000;No;No;Celular;2;No
6609;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;4401000;No;No;Fono Particular;1;Si
6610;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;6831000;No;No;Celular;0;Si
6611;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;234000;Si;No;Fono Particular;0;No
6612;31-03-1960;Trabajador Dependiente;Casado;Universitario;Si;-1112000;Si;No;Celular;1;No
6613;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1796000;No;No;Fono Particular;1;Si
6614;31-03-1960;Empresario;Casado;Universitario;No;1961000;No;No;Celular;0;Si
6615;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;1442000;No;No;Fono Particular;2;No
6616;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1982000;Si;Si;Celular;0;Si
6617;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;980000;Si;No;Celular;0;Si
6618;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;8892000;Si;No;Celular;1;No
6619;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;146000;Si;No;Celular;1;No
6620;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;4778000;Si;No;Celular;0;No
6621;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;261000;Si;No;Fono Particular;2;No
6622;31-03-1960;Técnico;Casado;Técnico Profesional;No;65000;No;No;Celular;0;No
6623;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;Si;-309000;Si;No;Celular;2;No
6624;31-03-1960;Gerente;Divorciado;Universitario;No;6649000;Si;No;Celular;1;No
6625;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1182000;Si;No;Celular;1;No
6626;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;No;No;Fono Particular;1;No
6627;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;No;No;Celular;0;No
6628;31-03-1960;Trabajador Independiente;Casado;Técnico Profesional;No;27000;Si;No;Fono Particular;0;No
6629;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;Si;Si;Celular;2;No
6630;31-03-1960;Gerente;Casado;Universitario;No;1624000;No;No;Celular;6;Si
6631;31-03-1960;Gerente;Casado;Universitario;No;1356000;Si;No;Celular;2;No
6632;31-03-1960;Trabajador Dependiente;Casado;Técnico Profesional;No;442000;Si;No;Celular;2;No
6633;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;4401000;No;No;Fono Particular;0;Si
6634;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;341000;No;No;Celular;2;No
6635;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1252000;No;No;Celular;0;No
6636;31-03-1960;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;0;No
6637;31-03-1960;Gerente;Casado;Universitario;No;583000;No;No;Celular;4;Si
6638;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1294000;No;No;Emailing;0;No
6639;31-03-1960;Trabajador Independiente;Casado;Universitario;No;730000;Si;No;Emailing;2;No
6640;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;459000;No;No;Celular;1;No
6641;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;No;0;No;No;Fono Particular;5;No
6642;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1797000;Si;No;Celular;5;No
6643;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1301000;No;No;Celular;0;No
6644;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;451000;No;Si;Celular;0;No
6645;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;8449000;No;No;Celular;0;No
6646;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;-1000;No;No;Celular;0;No
6647;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;Si;-375000;Si;No;Celular;1;No
6648;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;901000;No;Si;Fono Particular;0;No
6649;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;3000;No;No;Celular;0;No
6650;31-03-1960;Trabajador Dependiente;Divorciado;Técnico Profesional;No;329000;No;No;Celular;0;No
6651;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;2180000;No;No;Fono Particular;0;No
6652;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;2336000;No;No;Fono Particular;3;No
6653;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;660000;No;No;Celular;2;No
6654;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;No;7000;No;No;Celular;0;No
6655;31-03-1960;Trabajador Independiente;Casado;Universitario;No;2580000;Si;No;Celular;0;No
6656;31-03-1960;Técnico;Soltero;Técnico Profesional;No;-167000;Si;Si;Celular;0;No
6657;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;6921000;Si;No;Celular;2;No
6658;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;2430000;Si;Si;Celular;3;No
6659;31-03-1960;Gerente;Casado;Universitario;No;1014000;No;Si;Celular;0;No
6660;31-03-1960;Gerente;Casado;Universitario;No;2578000;No;No;Celular;2;No
6661;31-03-1960;Gerente;Casado;Universitario;No;32464000;No;No;Celular;0;No
6662;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;2924000;No;No;Celular;0;No
6663;31-03-1960;Empresario;Casado;Técnico Profesional;No;1034000;Si;No;Celular;3;No
6664;31-03-1960;Trabajador Independiente;Casado;Técnico Profesional;No;7000;No;No;Celular;0;No
6665;31-03-1960;Gerente;Casado;Universitario;No;478000;Si;No;Celular;2;No
6666;31-03-1960;Trabajador Independiente;Casado;Universitario;No;451000;Si;No;Celular;2;No
6667;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1563000;Si;No;Celular;1;No
6668;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;-264000;No;Si;Celular;0;No
6669;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;7984000;Si;No;Celular;0;No
6670;31-03-1960;Gerente;Casado;Universitario;No;798000;Si;No;Fono Particular;2;No
6671;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;372000;No;Si;Celular;0;No
6672;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;267000;Si;No;Fono Particular;0;No
6673;31-03-1960;Trabajador Independiente;Casado;Universitario;No;1672000;No;No;Celular;0;No
6674;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;2156000;Si;No;Celular;0;No
6675;31-03-1960;Gerente;Divorciado;Universitario;No;6388000;Si;No;Fono Particular;0;No
6676;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;223000;Si;Si;Celular;0;No
6677;31-03-1960;Gerente;Casado;Técnico Profesional;No;527000;Si;No;Celular;0;No
6678;31-03-1960;Trabajador Dependiente;Soltero;Universitario;No;291000;No;No;Emailing;0;No
6679;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;913000;Si;No;Celular;0;No
6680;31-03-1960;Trabajador Dependiente;Divorciado;Enseñanza Media;No;84000;No;No;Celular;0;No
6681;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;2353000;Si;No;Celular;0;No
6682;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;0;Si;Si;Celular;0;No
6683;31-03-1960;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
6684;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1103000;No;No;Celular;0;No
6685;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1103000;Si;Si;Celular;4;No
6686;31-03-1960;Gerente;Casado;Universitario;No;20772000;No;No;Celular;0;No
6687;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;3126000;Si;No;Celular;0;No
6688;31-03-1960;Gerente;Casado;Universitario;No;618000;No;No;Celular;0;No
6689;31-03-1960;Gerente;Casado;Universitario;No;657000;No;No;Celular;0;No
6690;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1242000;No;No;Celular;0;No
6691;31-03-1960;Trabajador Independiente;Casado;Enseñanza Básica;No;2639000;No;No;Celular;0;No
6692;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;112000;No;Si;Celular;0;No
6693;31-03-1960;Trabajador Independiente;Casado;Universitario;No;217000;No;No;Celular;0;No
6694;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
6695;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;1869000;No;No;Celular;0;No
6696;31-03-1960;Empresario;Casado;Universitario;No;49000;No;Si;Celular;0;No
6697;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;944000;Si;No;Celular;0;No
6698;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;8918000;Si;No;Fono Particular;0;No
6699;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;No;24000;Si;No;Celular;0;No
6700;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1065000;No;Si;Celular;0;No
6701;31-03-1960;Gerente;Casado;Universitario;No;1102000;No;No;Celular;0;No
6702;31-03-1960;Gerente;Casado;Universitario;No;2385000;No;No;Celular;0;No
6703;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1868000;No;No;Celular;0;No
6704;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1138000;Si;No;Celular;0;No
6705;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Básica;No;421000;No;No;Celular;0;No
6706;31-03-1960;Gerente;Casado;Universitario;No;8563000;Si;No;Celular;0;No
6707;31-03-1960;Técnico;Casado;Técnico Profesional;No;530000;No;No;Celular;0;No
6708;31-03-1960;Técnico;Casado;Técnico Profesional;No;137000;No;Si;Celular;1;No
6709;31-03-1960;Empresario;Casado;Técnico Profesional;No;2496000;No;Si;Celular;0;No
6710;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;4856000;Si;No;Celular;0;No
6711;31-03-1960;Técnico;Soltero;Técnico Profesional;No;481000;No;No;Celular;0;No
6712;31-03-1960;Obrero;Casado;Enseñanza Básica;No;53000;Si;No;Celular;0;No
6713;31-03-1960;Empresario;Casado;Técnico Profesional;No;19850000;No;No;Celular;1;No
6714;31-03-1960;Gerente;Casado;Universitario;No;800000;No;No;Celular;0;No
6715;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;787000;Si;Si;Celular;0;No
6716;31-03-1960;Técnico;Casado;Técnico Profesional;No;234000;No;No;Celular;0;No
6717;31-03-1960;Trabajador Dependiente;Casado;Enseñanza Media;Si;-363000;Si;No;Celular;0;No
6718;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1225000;No;No;Celular;0;No
6719;31-03-1960;Gerente;Casado;Universitario;No;1945000;No;No;Fono Particular;0;No
6720;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1713000;Si;No;Celular;0;No
6721;31-03-1960;Gerente;Casado;Universitario;No;2327000;No;No;Celular;0;No
6722;31-03-1960;Trabajador Independiente;Casado;Universitario;No;20000;Si;No;Celular;0;No
6723;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;349000;No;No;Celular;0;No
6724;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1388000;No;No;Celular;0;No
6725;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;0;Si;Si;Celular;0;No
6726;31-03-1960;Trabajador Dependiente;Casado;Técnico Profesional;No;-3000;No;No;Celular;0;No
6727;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;3177000;No;No;Celular;0;No
6728;31-03-1960;Trabajador Independiente;Casado;Enseñanza Media;No;1066000;Si;No;Celular;3;No
6729;31-03-1960;Gerente;Casado;Universitario;No;9072000;No;No;Celular;0;No
6730;31-03-1960;Gerente;Casado;Universitario;No;952000;Si;Si;Celular;0;No
6731;31-03-1960;Trabajador Independiente;Casado;Universitario;No;337000;Si;Si;Celular;0;No
6732;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;57000;No;Si;Celular;0;No
6733;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1139000;Si;No;Celular;6;No
6734;31-03-1960;Trabajador Dependiente;Divorciado;Universitario;No;255000;No;No;Celular;0;No
6735;31-03-1960;Trabajador Dependiente;Casado;Universitario;No;1452000;No;Si;Celular;3;No
